#TaxCalculationService20200301,CalculateTax,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37
#TaxCalculationRequest.INDATA.INVOICE.ATTRIBUTE1,TaxCalculationRequest.INDATA.INVOICE.CALCULATIONDIRECTION,TaxCalculationRequest.INDATA.INVOICE.EXTERNALCOMPANYID,TaxCalculationRequest.INDATA.INVOICE.COMPANYROLE,TaxCalculationRequest.INDATA.INVOICE.CURRENCYCODE,TaxCalculationRequest.INDATA.INVOICE.INVOICEDATE,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.COUNTRY,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.STATE,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.PROVINCE,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.CITY,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.COUNTY,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.POSTCODE,TaxCalculationRequest.INDATA.INVOICE.SHIPTO.GEOCODE,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.COUNTRY,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.STATE,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.PROVINCE,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.CITY,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.COUNTY,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.POSTCODE,TaxCalculationRequest.INDATA.INVOICE.SHIPFROM.GEOCODE,TaxCalculationRequest.INDATA.Version,TaxCalculationRequest.INDATA.INVOICE.LINE.LINENUMBER,TaxCalculationRequest.INDATA.INVOICE.LINE.GROSSAMOUNT,TaxCalculationRequest.INDATA.INVOICE.LINE.QUANTITY,TaxCalculationRequest.INDATA.INVOICE.INVOICENUMBER,TaxCalculationRequest.INDATA.INVOICE.TRANSACTIONTYPE,TaxCalculationRequest.INDATA.INVOICE.LINE.ID,TaxCalculationRequest.INDATA.INVOICE.LINE.PRODUCTCODE,TaxCalculationRequest.INDATA.INVOICE.LINE.COMMODITYCODE,TaxCalculationRequest.INDATA.INVOICE.ISCREDIT,TaxCalculationRequest.INDATA.INVOICE.LINE.ISCREDIT,TaxCalculationRequest.INDATA.INVOICE.ORIGINALINVOICEDATE,TaxCalculationRequest.INDATA.INVOICE.LINE.ORIGINALINVOICEDATE,TaxCalculationRequest.INDATA.INVOICE.ISAUDITED,TaxCalculationRequest.INDATA.INVOICE.BUSINESSLOCATION,TaxCalculationRequest.INDATA.INVOICE.LINE.BUSINESSLOCATION,TaxCalculationRequest.INDATA.INVOICE.FILTERGROUPNAME,TaxCalculationRequest.INDATA.INVOICE.FILTERGROUPOWNER
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,LANGSTON,JACKSON,35755,18,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6497,1,24-11-2025TC001-AL-22741,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,PAINT ROCK,JACKSON,35764,6426,US,AL,,PAINT ROCK,JACKSON,35764,6426,,1,6498,1,24-11-2025TC001-AL-22742,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,PISGAH,JACKSON,35765,18,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6499,1,24-11-2025TC001-AL-22743,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,PLEASANT GROVES,JACKSON,35776,6800,US,AL,,PLEASANT GROVES,JACKSON,35776,6800,,1,6500,1,24-11-2025TC001-AL-22744,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,SCOTTSBORO,JACKSON,35768,1600,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6501,1,24-11-2025TC001-AL-22745,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,SECTION,JACKSON,35771,45,US,AL,,SECTION,JACKSON,35771,45,,1,6502,1,24-11-2025TC001-AL-22746,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,SKYLINE,JACKSON,35768,5403,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6503,1,24-11-2025TC001-AL-22747,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,STEVENSON,JACKSON,35746,5157,US,AL,,STEVENSON,JACKSON,35746,5157,,1,6504,1,24-11-2025TC001-AL-22748,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35740,5006,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6505,1,24-11-2025TC001-AL-22749,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35768,5121,US,AL,,UNINCORPORATED,JACKSON,35768,5121,,1,6506,1,24-11-2025TC001-AL-22750,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35765,4200,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6507,1,24-11-2025TC001-AL-22751,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35744,7904,US,AL,,UNINCORPORATED,JACKSON,35744,7904,,1,6508,1,24-11-2025TC001-AL-22752,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35744,7200,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6509,1,24-11-2025TC001-AL-22753,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35740,5000,US,AL,,UNINCORPORATED,JACKSON,35740,5000,,1,6510,1,24-11-2025TC001-AL-22754,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35744,7011,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6511,1,24-11-2025TC001-AL-22755,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35740,7200,US,AL,,UNINCORPORATED,JACKSON,35740,7200,,1,6512,1,24-11-2025TC001-AL-22756,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35752,5120,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6513,1,24-11-2025TC001-AL-22757,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35765,7109,US,AL,,UNINCORPORATED,JACKSON,35765,7109,,1,6514,1,24-11-2025TC001-AL-22758,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35744,7820,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6515,1,24-11-2025TC001-AL-22759,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35744,8307,US,AL,,UNINCORPORATED,JACKSON,35744,8307,,1,6516,1,24-11-2025TC001-AL-22760,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JACKSON,35764,6402,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6517,1,24-11-2025TC001-AL-22761,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,WOODVILLE,JACKSON,35776,6000,US,AL,,WOODVILLE,JACKSON,35776,6000,,1,6518,1,24-11-2025TC001-AL-22762,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,ADAMSVILLE,JEFFERSON,35005,19,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6519,1,24-11-2025TC001-AL-22763,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,ARGO,JEFFERSON,35173,2205,US,AL,,ARGO,JEFFERSON,35173,2205,,1,6520,1,24-11-2025TC001-AL-22764,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,BESSEMER,JEFFERSON,35020,400,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6521,1,24-11-2025TC001-AL-22765,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,BIRMINGHAM,JEFFERSON,35020,1309,US,AL,,BIRMINGHAM,JEFFERSON,35020,1309,,1,6522,1,24-11-2025TC001-AL-22766,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,BRIGHTON,JEFFERSON,35020,1000,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6523,1,24-11-2025TC001-AL-22767,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,BROOKSIDE,JEFFERSON,35036,14,US,AL,,BROOKSIDE,JEFFERSON,35036,14,,1,6524,1,24-11-2025TC001-AL-22768,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,CARDIFF,JEFFERSON,35073,2300,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6525,1,24-11-2025TC001-AL-22769,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,CENTER POINT,JEFFERSON,35215,400,US,AL,,CENTER POINT,JEFFERSON,35215,400,,1,6526,1,24-11-2025TC001-AL-22770,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,CLAY,JEFFERSON,35126,75,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6527,1,24-11-2025TC001-AL-22771,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,COUNTY LINE,JEFFERSON,35172,5000,US,AL,,COUNTY LINE,JEFFERSON,35172,5000,,1,6528,1,24-11-2025TC001-AL-22772,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,FAIRFIELD,JEFFERSON,35064,23,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6529,1,24-11-2025TC001-AL-22773,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,FULTONDALE,JEFFERSON,35068,20,US,AL,,FULTONDALE,JEFFERSON,35068,20,,1,6530,1,24-11-2025TC001-AL-22774,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,GARDENDALE,JEFFERSON,35068,1093,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6531,1,24-11-2025TC001-AL-22775,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,GRAYSVILLE,JEFFERSON,35005,1255,US,AL,,GRAYSVILLE,JEFFERSON,35005,1255,,1,6532,1,24-11-2025TC001-AL-22776,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,HELENA,JEFFERSON,35022,1107,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6533,1,24-11-2025TC001-AL-22777,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,HOMEWOOD,JEFFERSON,35209,1,US,AL,,HOMEWOOD,JEFFERSON,35209,1,,1,6534,1,24-11-2025TC001-AL-22778,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,HOOVER,JEFFERSON,35022,3803,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6535,1,24-11-2025TC001-AL-22779,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,HUEYTOWN,JEFFERSON,35023,77,US,AL,,HUEYTOWN,JEFFERSON,35023,77,,1,6536,1,24-11-2025TC001-AL-22780,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,IRONDALE,JEFFERSON,35015,94,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6537,1,24-11-2025TC001-AL-22781,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,KIMBERLY,JEFFERSON,35071,3200,US,AL,,KIMBERLY,JEFFERSON,35071,3200,,1,6538,1,24-11-2025TC001-AL-22782,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,LEEDS,JEFFERSON,35094,1,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6539,1,24-11-2025TC001-AL-22783,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,LIPSCOMB,JEFFERSON,35020,2101,US,AL,,LIPSCOMB,JEFFERSON,35020,2101,,1,6540,1,24-11-2025TC001-AL-22784,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,MAYTOWN,JEFFERSON,35005,1557,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6541,1,24-11-2025TC001-AL-22785,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,MIDFIELD,JEFFERSON,35020,1020,US,AL,,MIDFIELD,JEFFERSON,35020,1020,,1,6542,1,24-11-2025TC001-AL-22786,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,MORRIS,JEFFERSON,35071,3220,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6543,1,24-11-2025TC001-AL-22787,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,MOUNTAIN BROOK,JEFFERSON,35209,4503,US,AL,,MOUNTAIN BROOK,JEFFERSON,35209,4503,,1,6544,1,24-11-2025TC001-AL-22788,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,MULGA,JEFFERSON,35005,2600,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6545,1,24-11-2025TC001-AL-22789,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,NORTH JOHNS,JEFFERSON,35006,1437,US,AL,,NORTH JOHNS,JEFFERSON,35006,1437,,1,6546,1,24-11-2025TC001-AL-22790,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,PINSON,JEFFERSON,35123,49,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6547,1,24-11-2025TC001-AL-22791,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,PLEASANT GROVE,JEFFERSON,35023,1238,US,AL,,PLEASANT GROVE,JEFFERSON,35023,1238,,1,6548,1,24-11-2025TC001-AL-22792,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,SUMITON,JEFFERSON,35062,2154,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6549,1,24-11-2025TC001-AL-22793,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,SYLVAN SPRINGS,JEFFERSON,35118,17,US,AL,,SYLVAN SPRINGS,JEFFERSON,35118,17,,1,6550,1,24-11-2025TC001-AL-22794,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,TARRANT,JEFFERSON,35217,14,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6551,1,24-11-2025TC001-AL-22795,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,TRAFFORD,JEFFERSON,35172,16,US,AL,,TRAFFORD,JEFFERSON,35172,16,,1,6552,1,24-11-2025TC001-AL-22796,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,TRUSSVILLE,JEFFERSON,35022,7026,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6553,1,24-11-2025TC001-AL-22797,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35005,2053,US,AL,,UNINCORPORATED,JEFFERSON,35005,2053,,1,6554,1,24-11-2025TC001-AL-22798,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35214,1022,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6555,1,24-11-2025TC001-AL-22799,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35068,1040,US,AL,,UNINCORPORATED,JEFFERSON,35068,1040,,1,6556,1,24-11-2025TC001-AL-22800,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35005,1026,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6557,1,24-11-2025TC001-AL-22801,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35073,9667,US,AL,,UNINCORPORATED,JEFFERSON,35073,9667,,1,6558,1,24-11-2025TC001-AL-22802,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35005,2005,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6559,1,24-11-2025TC001-AL-22803,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35117,18,US,AL,,UNINCORPORATED,JEFFERSON,35117,18,,1,6560,1,24-11-2025TC001-AL-22804,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35111,2750,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6561,1,24-11-2025TC001-AL-22805,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35064,1100,US,AL,,UNINCORPORATED,JEFFERSON,35064,1100,,1,6562,1,24-11-2025TC001-AL-22806,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35094,3300,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6563,1,24-11-2025TC001-AL-22807,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35071,3269,US,AL,,UNINCORPORATED,JEFFERSON,35071,3269,,1,6564,1,24-11-2025TC001-AL-22808,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35172,6700,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6565,1,24-11-2025TC001-AL-22809,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35071,2026,US,AL,,UNINCORPORATED,JEFFERSON,35071,2026,,1,6566,1,24-11-2025TC001-AL-22810,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35062,1501,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6567,1,24-11-2025TC001-AL-22811,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35022,1002,US,AL,,UNINCORPORATED,JEFFERSON,35022,1002,,1,6568,1,24-11-2025TC001-AL-22812,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35020,2143,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6569,1,24-11-2025TC001-AL-22813,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35020,1013,US,AL,,UNINCORPORATED,JEFFERSON,35020,1013,,1,6570,1,24-11-2025TC001-AL-22814,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35022,1200,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6571,1,24-11-2025TC001-AL-22815,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35209,2000,US,AL,,UNINCORPORATED,JEFFERSON,35209,2000,,1,6572,1,24-11-2025TC001-AL-22816,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35071,2659,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6573,1,24-11-2025TC001-AL-22817,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35063,5200,US,AL,,UNINCORPORATED,JEFFERSON,35063,5200,,1,6574,1,24-11-2025TC001-AL-22818,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35111,4125,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6575,1,24-11-2025TC001-AL-22819,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,UNINCORPORATED,JEFFERSON,35005,3500,US,AL,,UNINCORPORATED,JEFFERSON,35005,3500,,1,6576,1,24-11-2025TC001-AL-22820,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,VESTAVIA HILLS,JEFFERSON,35209,6810,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6577,1,24-11-2025TC001-AL-22821,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,WARRIOR,JEFFERSON,35180,16,US,AL,,WARRIOR,JEFFERSON,35180,16,,1,6578,1,24-11-2025TC001-AL-22822,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,WEST JEFFERSON,JEFFERSON,35062,2514,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6579,1,24-11-2025TC001-AL-22823,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,BEAVERTON,LAMAR,35544,19,US,AL,,BEAVERTON,LAMAR,35544,19,,1,6580,1,24-11-2025TC001-AL-22824,SI,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,B,,24/11/2025,US,AL,,DETROIT,LAMAR,35552,2011,US,IL,,COLUMBUS,ADAMS,62305,4100,,1,6581,1,24-11-2025TC001-AL-22825,GS,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
C1,F,D2C-US-20210310,S,,24/11/2025,US,AL,,KENNEDY,LAMAR,35574,48,US,AL,,KENNEDY,LAMAR,35574,48,,1,6582,1,24-11-2025TC001-AL-22826,RR,1,,,TRUE,TRUE,,,TRUE,,,AnkalTest,D2C-US
